STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,lon,lat,state,ABBR
17,067,17067,Hancock,Hancock County,-91.1688008,40.401318,Illinois,IL
17,025,17025,Clay,Clay County,-88.4823254,38.7468187,Illinois,IL
17,185,17185,Wabash,Wabash County,-87.8391674,38.4458209,Illinois,IL
17,113,17113,McLean,McLean County,-88.8445391,40.4945594,Illinois,IL
17,005,17005,Bond,Bond County,-89.4365916,38.885924,Illinois,IL
17,009,17009,Brown,Brown County,-90.7503095,39.9620694,Illinois,IL
17,083,17083,Jersey,Jersey County,-90.361385,39.0801945,Illinois,IL
17,147,17147,Piatt,Piatt County,-88.5923546,40.0090327,Illinois,IL
17,151,17151,Pope,Pope County,-88.5423737,37.4171687,Illinois,IL
17,011,17011,Bureau,Bureau County,-89.5283772,41.4013043,Illinois,IL
17,029,17029,Coles,Coles County,-88.220782,39.5136797,Illinois,IL
17,131,17131,Mercer,Mercer County,-90.7417698,41.2056046,Illinois,IL
17,049,17049,Effingham,Effingham County,-88.5928488,39.0479445,Illinois,IL
17,035,17035,Cumberland,Cumberland County,-88.2406193,39.273121,Illinois,IL
17,033,17033,Crawford,Crawford County,-87.7606193,39.0027865,Illinois,IL
17,057,17057,Fulton,Fulton County,-90.202268900000007,40.4652401,Illinois,IL
17,135,17135,Montgomery,Montgomery County,-89.4781407,39.2280681,Illinois,IL
17,115,17115,Macon,Macon County,-88.9615288,39.8602372,Illinois,IL
17,055,17055,Franklin,Franklin County,-88.9263215,37.9918516,Illinois,IL
17,023,17023,Clark,Clark County,-87.7916832,39.3323343,Illinois,IL
17,161,17161,Rock Island,Rock Island County,-90.5721252,41.4684205,Illinois,IL
17,093,17093,Kendall,Kendall County,-88.4306257,41.5881403,Illinois,IL
17,031,17031,Cook,Cook County,-87.6454546,41.8942937,Illinois,IL
17,059,17059,Gallatin,Gallatin County,-88.2279642,37.7686768,Illinois,IL
17,103,17103,Lee,Lee County,-89.2993616,41.7474465,Illinois,IL
17,037,17037,DeKalb,DeKalb County,-88.768991,41.8946125,Illinois,IL
17,175,17175,Stark,Stark County,-89.7974111,41.0969077,Illinois,IL
17,001,17001,Adams,Adams County,-91.1949607,39.9860525,Illinois,IL
17,075,17075,Iroquois,Iroquois County,-87.833601,40.7488665,Illinois,IL
17,053,17053,Ford,Ford County,-88.2245882,40.5965386,Illinois,IL
17,041,17041,Douglas,Douglas County,-88.2228656,39.766078,Illinois,IL
17,163,17163,St. Clair,St. Clair County,-89.9285459,38.4701976,Illinois,IL
17,189,17189,Washington,Washington County,-89.4171873,38.3531405,Illinois,IL
17,171,17171,Scott,Scott County,-90.4777707,39.6370016,Illinois,IL
17,159,17159,Richland,Richland County,-88.0854523,38.7121872,Illinois,IL
17,129,17129,Menard,Menard County,-89.7941326,40.0225693,Illinois,IL
17,065,17065,Hamilton,Hamilton County,-88.5390093,38.0852273,Illinois,IL
17,193,17193,White,White County,-88.1786227,38.0873259,Illinois,IL
17,039,17039,De Witt,De Witt County,-88.9018526,40.1814993,Illinois,IL
17,155,17155,Putnam,Putnam County,-89.2983474,41.1989613,Illinois,IL
17,169,17169,Schuyler,Schuyler County,-90.6134641,40.1569048,Illinois,IL
17,177,17177,Stephenson,Stephenson County,-89.6659942,42.3497262,Illinois,IL
17,181,17181,Union,Union County,-89.2446391,37.4856521,Illinois,IL
17,091,17091,Kankakee,Kankakee County,-87.8611165,41.1395105,Illinois,IL
17,027,17027,Clinton,Clinton County,-89.4262278,38.6062953,Illinois,IL
17,085,17085,Jo Daviess,Jo Daviess County,-90.2114705,42.3623905,Illinois,IL
17,199,17199,Williamson,Williamson County,-88.9300182,37.7303533,Illinois,IL
17,125,17125,Mason,Mason County,-89.9135746,40.2369926,Illinois,IL
17,105,17105,Livingston,Livingston County,-88.5528518,40.8943761,Illinois,IL
17,191,17191,Wayne,Wayne County,-88.4324302,38.4318573,Illinois,IL
17,089,17089,Kane,Kane County,-88.4280395,41.9395938,Illinois,IL
17,069,17069,Hardin,Hardin County,-88.2661478,37.5178517,Illinois,IL
17,063,17063,Grundy,Grundy County,-88.4010545,41.2924096,Illinois,IL
17,109,17109,McDonough,McDonough County,-90.6789543,40.4558082,Illinois,IL
17,127,17127,Massac,Massac County,-88.7056578,37.216119,Illinois,IL
17,073,17073,Henry,Henry County,-90.1308378,41.3500209,Illinois,IL
17,061,17061,Greene,Greene County,-90.3876823,39.3554391,Illinois,IL
17,157,17157,Randolph,Randolph County,-89.8212096,38.0565149,Illinois,IL
17,149,17149,Pike,Pike County,-90.8890344,39.6251059,Illinois,IL
17,203,17203,Woodford,Woodford County,-89.2105871,40.789787,Illinois,IL
17,145,17145,Perry,Perry County,-89.3685249,38.0843809,Illinois,IL
17,087,17087,Johnson,Johnson County,-88.8821305,37.4607092,Illinois,IL
17,173,17173,Shelby,Shelby County,-88.7988615,39.3849258,Illinois,IL
17,051,17051,Fayette,Fayette County,-89.0179232,39.0011246,Illinois,IL
17,201,17201,Winnebago,Winnebago County,-89.1612053,42.3373957,Illinois,IL
17,141,17141,Ogle,Ogle County,-89.3201764,42.041884,Illinois,IL
17,139,17139,Moultrie,Moultrie County,-88.6257259,39.6368956,Illinois,IL
17,017,17017,Cass,Cass County,-90.2457045,39.9692024,Illinois,IL
17,167,17167,Sangamon,Sangamon County,-89.6624251,39.7568675,Illinois,IL
17,179,17179,Tazewell,Tazewell County,-89.5162598,40.5080743,Illinois,IL
17,099,17099,LaSalle,LaSalle County,-88.8859312,41.3433407,Illinois,IL
17,183,17183,Vermilion,Vermilion County,-87.7267779,40.1867542,Illinois,IL
17,007,17007,Boone,Boone County,-88.8242951,42.3189831,Illinois,IL
