	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
0	27001	27	1	Aitkin County, Minnesota	113310	Logging	11	4.2	7.4	343.6
4	27001	27	1	Aitkin County, Minnesota	236115	New single-family housing construction (except for-sale builders)	23	3.8	5.6	213.0
6	27001	27	1	Aitkin County, Minnesota	236118	Residential remodelers	23	4.4	3.2	166.6
7	27001	27	1	Aitkin County, Minnesota	236220	Commercial and institutional building construction	23	3.0	0.2	77.0
13	27001	27	1	Aitkin County, Minnesota	238130	Framing contractors	23	2.0	1.6	25.6
14	27001	27	1	Aitkin County, Minnesota	238140	Masonry contractors	23	4.8	0.2	232.2
18	27001	27	1	Aitkin County, Minnesota	238210	Electrical contractors and other wiring installation contractors	23	3.2	4.2	154.0
19	27001	27	1	Aitkin County, Minnesota	238220	Plumbing, heating, and air-conditioning contractors	23	12.6	53.8	2210.2
20	27001	27	1	Aitkin County, Minnesota	238320	Painting and wall covering contractors	23	2.4	0.4	13.2
24	27001	27	1	Aitkin County, Minnesota	238910	Site preparation contractors	23	8.4	4.8	1010.2
25	27001	27	1	Aitkin County, Minnesota	238990	All other specialty trade contractors	23	6.0	3.2	352.8
38	27001	27	1	Aitkin County, Minnesota	332710	Machine shops	33	3.8	30.4	1442.8
49	27001	27	1	Aitkin County, Minnesota	339999	All other miscellaneous manufacturing	33	2.2	2.4	80.2
62	27001	27	1	Aitkin County, Minnesota	441110	New car dealers	44	2.0	0.0	234.2
63	27001	27	1	Aitkin County, Minnesota	441222	Boat dealers	44	3.8	6.6	266.0
64	27001	27	1	Aitkin County, Minnesota	441228	Motorcycle, ATV, and all other motor vehicle dealers	44	2.8	2.0	34.4
65	27001	27	1	Aitkin County, Minnesota	441310	Automotive parts and accessories stores	44	4.0	8.4	187.0
80	27001	27	1	Aitkin County, Minnesota	445310	Beer, wine, and liquor stores	44	4.4	9.8	142.8
84	27001	27	1	Aitkin County, Minnesota	447110	Gasoline stations with convenience stores	44	16.8	130.4	2523.2
93	27001	27	1	Aitkin County, Minnesota	451130	Sewing, needlework, and piece goods stores	45	2.6	1.6	11.2
94	27001	27	1	Aitkin County, Minnesota	452990	All other general merchandise stores	45	2.4	17.8	392.0
105	27001	27	1	Aitkin County, Minnesota	484110	General freight trucking, local	48	2.0	3.0	181.0
106	27001	27	1	Aitkin County, Minnesota	484121	General freight trucking, long-distance, truckload	48	4.0	51.4	1888.4
107	27001	27	1	Aitkin County, Minnesota	484220	Specialized freight (except used goods) trucking, local	48	4.2	9.8	388.2
113	27001	27	1	Aitkin County, Minnesota	522110	Commercial banking	52	6.0	38.2	1932.6
119	27001	27	1	Aitkin County, Minnesota	524210	Insurance agencies and brokerages	52	6.6	14.2	730.8
123	27001	27	1	Aitkin County, Minnesota	531210	Offices of real estate agents and brokers	53	4.0	2.0	183.6
126	27001	27	1	Aitkin County, Minnesota	532310	General rental centers	53	1.6	0.0	7.8
127	27001	27	1	Aitkin County, Minnesota	541110	Offices of lawyers	54	3.0	1.8	219.0
146	27001	27	1	Aitkin County, Minnesota	561730	Landscaping services	56	8.6	5.0	523.4
154	27001	27	1	Aitkin County, Minnesota	621210	Offices of dentists	62	3.0	9.6	378.4
163	27001	27	1	Aitkin County, Minnesota	623311	Continuing care retirement communities	62	3.2	31.2	807.8
166	27001	27	1	Aitkin County, Minnesota	624120	Services for the elderly and persons with disabilities	62	3.2	90.8	871.0
167	27001	27	1	Aitkin County, Minnesota	624190	Other individual and family services	62	2.4	2.6	110.6
178	27001	27	1	Aitkin County, Minnesota	713990	All other amusement and recreation industries	71	4.0	7.8	189.8
179	27001	27	1	Aitkin County, Minnesota	721110	Hotels (except casino hotels) and motels	72	3.6	7.2	181.6
181	27001	27	1	Aitkin County, Minnesota	721211	RV (recreational vehicle) parks and campgrounds	72	2.6	0.0	57.0
