"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Eugne","https://www.facebook.com/pages/Adkins-Blueberry-Farm/120648141360744?ref_type=bookmark","Adkins Blueberry Farm","or","85995 Gossler Rd","","","farm","","-122.986537","43.996830","97405"
"BORING","https://www.facebook.com/aslans.how.organics/","Aslan's How Organics","or","24041 SE HWY 224","dairy products eggs herbs fresh-fruits fresh-vegetables","","farm","www.aslans-how-organics.com","-122.4148310","45.3920040","97009"
"sherwood","https://www.facebook.com/BaggenstosFarmStore","Baggenstos Farm Store Inc.","or","15801 sw roy rogers road","","","farm","baggenstosfarms.com","-122.852326","45.40518","97140"
"Lebanon","https://www.facebook.com/pages/Berkeys-Blueberries/119818494730952","Berkey's Blueberries","or","32589 Berlin Road","canned preserved fresh-fruits pet-food","","farm","Berkeysblueberries.com","-122.867948","44.519116","97355"
"Newberg","www.facebook.com/bideaweefarm","bide a wee farm","or","19562 NE Calkins Lane","","","farm","www.bideaweefarm.com","-123.059620","45.354299","97132"
"Cornelius","https://www.facebook.com/bloomingjunction","Blooming Junction Garden and Farmstore","or","35105 NW Zion Church rd.","bedding plants herbs fresh-fruits fresh-vegetables nursery-stock pet-food","https://www.twitter.com/BloomingJnction","farm","www.bloomingjunction.com","-123.0387972","45.5724067","97113"
"Corvallis","","Blueberry Meadows","or","3860 NE Hwy 20","","","farm","","-123.222828","44.599086","97330"
"Albany","www.Facebook.com/bosefamilyfarm","Bose Family Farm, LLC","or","35765 Cyrus Road NE","canned preserved coffee tea cut-flowers fresh-fruits fresh-vegetables grains flour","","farm","www.bosefamilyfarm.com","-122.969581","44.664483","97322"
"Monroe","","Crooked Gate Ranch LLC","or","PO Box 310","red-meat non-poultry-meat","","farm","www.greatgrassbeef.com","-123.2967637","44.3140116","97456"
"Keno","https://www.facebook.com/KlamathBees","Davitt Apiaries","or","22802 Highway 66","eggs honey","","farm","http://davitt9.wix.com/klamathbees","-122.018427","42.138836","97627"
"Estacada","","Don smith blueberries at Estacada ","or","22530 s. Stormer rd.  Off sprinwater","fresh-fruits","","farm","","-122.399840","45.310088","97023"
"Cove","","Double J Natural Beef","or","69542 Haefer Lane","red-meat non-poultry-meat","","farm","","-117.798204","45.296739","97824"
"Sandy","","Drumcliffe Farm","or","52203 E. Terra Fern Road","","","farm","","-122.1244570","45.3647289","97055"
"Hillsboro","https://www.facebook.com/easygofarm","EasyGo Farm","or","16430 SW Holly Hill Road","crafts woodworking","","farm","http://easygofarm.net","-123.029722","45.408216","97123"
"Sandy","","Fungi Farm Shiitake LLC","or","47025 SE Brian Ranch Road","mushrooms","","farm","www.fungifarm.com","-122.179962","45.330508","97055"
"Beaverton","https://www.facebook.com/pages/Hoffman-Farm-Store/105922359450313?ref=hl","Hoffman Farms Store","or","22242 SW Scholls Ferry Road","canned preserved fresh-fruits fresh-vegetables honey soap body-care","https://twitter.com/HoffmanBerries","farm","www.hoffmanfarmsstore.com","-122.907370","45.419272","97007"
"WIKSONVILLE","","HOLLY BLUE ACRES","or","23556 Southwest Gage Road","fresh-fruits","","farm","SAME","-122.728923","45.346973","97070"
"Hood River","www.facebook.com/hoodriverlavender","Hood River Lavender Farm","or","3801 Straight Hill Rd","canned preserved coffee tea cut-flowers herbs nursery-stock soap body-care","https://twitter.com/Lavenderfarm","farm","http://hoodriverlavender.com","-121.5433735","45.6152453","97031"
"Dayton","","Jeff and Jen's U-Pick","or","18265 SE Neck Road","","","farm","goddik@frontier.com","-123.050342","45.231250","97114"
"Milwaukie","https://www.facebook.com/pages/Justys-Produce-and-Flowers/115072718584534?ref=br_tf","Justys Produce and Flowers","or","7924 SE Lake Road","baked-goods bedding plants canned preserved cut-flowers dairy products dry beans eggs fresh-fruits fresh-vegetables honey juices ciders mushrooms nuts","","farm","www.justysproduce.com ","-122.581942","45.421352","97267"
