	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
0	22001	22	1	Acadia Parish, Louisiana	115112	Soil preparation, planting, and cultivating	11	4.2	33.2	1714.2
2	22001	22	1	Acadia Parish, Louisiana	211111	Crude petroleum and natural gas extraction	21	4.0	36.2	1789.8
4	22001	22	1	Acadia Parish, Louisiana	213111	Drilling oil and gas wells	21	3.4	0.0	1289.6
5	22001	22	1	Acadia Parish, Louisiana	213112	Support activities for oil and gas operations	21	28.2	480.0	25881.4
9	22001	22	1	Acadia Parish, Louisiana	221310	Water supply and irrigation systems	22	4.0	25.0	748.2
11	22001	22	1	Acadia Parish, Louisiana	236115	New single-family housing construction (except for-sale builders)	23	9.4	30.8	980.8
14	22001	22	1	Acadia Parish, Louisiana	236118	Residential remodelers	23	6.4	13.4	354.6
15	22001	22	1	Acadia Parish, Louisiana	236220	Commercial and institutional building construction	23	7.6	40.6	1174.8
16	22001	22	1	Acadia Parish, Louisiana	237110	Water and sewer line and related structures construction	23	3.8	11.8	557.4
17	22001	22	1	Acadia Parish, Louisiana	237120	Oil and gas pipeline and related structures construction	23	2.0	4.4	112.6
19	22001	22	1	Acadia Parish, Louisiana	237310	Highway, street, and bridge construction	23	3.4	14.4	456.2
20	22001	22	1	Acadia Parish, Louisiana	238110	Poured concrete foundation and structure contractors	23	3.0	9.2	240.0
26	22001	22	1	Acadia Parish, Louisiana	238210	Electrical contractors and other wiring installation contractors	23	19.4	83.6	3492.8
27	22001	22	1	Acadia Parish, Louisiana	238220	Plumbing, heating, and air-conditioning contractors	23	15.4	76.8	2691.4
29	22001	22	1	Acadia Parish, Louisiana	238320	Painting and wall covering contractors	23	3.6	11.2	399.4
32	22001	22	1	Acadia Parish, Louisiana	238350	Finish carpentry contractors	23	2.0	0.8	12.2
34	22001	22	1	Acadia Parish, Louisiana	238910	Site preparation contractors	23	8.2	55.2	2887.6
