"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Alna","","Albee Farming","me","1628 Alna Road","cut-flowers fresh-fruits fresh-vegetables","","farm","","-69.6152679","44.1032357","04535"
"Cape Elizabeth","","Alewive's Brook Farm","me","83 Old Ocean House Rd","canned preserved cut-flowers eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour","","farm","www.alewivesbrookfarm.com","-70.218065","43.584075","4107"
"fayette","B and T Provisions","B and T Provisions","me","3381 Main street","canned preserved cut-flowers dairy products dry beans eggs fish seafood herbs fresh-vegetables poultry fowl soap body-care","","farm","bantprovisions.com","-70.116146","44.462783","04349"
"EDGECOMB","https://www.facebook.com/scullymarket/","Barbara Scully's Oyster & Lobster Market","me","707 RIVER RD","fish seafood","","farm","https://www.scullyseaproducts.com/visit-us","-69.575254","43.978885","04556"
"Waldoboro","","Beau Chemin Preservation Farm","me","1749 FinntownRoad","bedding plants crafts woodworking cut-flowers eggs fresh-fruits nursery-stock","","farm","www.beaucheminpreservationfarm.com","-69.294017","44.073350","04572"
"Livermore","https://www.facebook.com/BoothbysOrchard","Boothby's Orchard and Farm","me","366 Boothby Road,  Route 108 East","canned preserved fresh-fruits fresh-vegetables honey maple-products wine spirits beer hard-cider","","farm","www.mainehoneycrisp.com","-70.205271","44.375926","4253"
"Wells","https://www.facebook.com/ChickFamilyFarm","Chick Farm","me","19 Waldo Way","poultry fowl","","farm","http://www.chickfarm.com","-70.6266262","43.3778844","04090"
"Caribou","Sam Blackstone / Circle B Farms","Circle B Farms","me","287 E Presque Isle Rd","fresh-fruits fresh-vegetables","","farm","www.circlebfarmsinc.com","-67.989111","46.834200","04736"
"Waldoboro","www.facebook.com/eastfortyfarm","East Forty Farm and Dairy","me","2361 Friendship Road","dairy products","","farm","www.eastfortyfarm.com","-69.332312","44.047112","04572"
"Farmington","","Fleur de Lis Farm","me","538 Whittier Road","baked-goods canned preserved crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey poultry fowl red-meat non-poultry-meat","","farm","www.cotswoldsofmaine.com","-70.114737","44.634314","04938"
"Rumford","https://www.facebook.com/NoViewFarmCOOP","Gone Loco! @ No View Farm ","me","855 S Rumford Rd","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables grains flour honey maple-products mushrooms nursery-stock poultry fowl red-meat non-poultry-meat soap body-care wild-harvested forest-products","","farm","www.noviewfarm.com","-70.6379580","44.4820470","04276"
"Cary Plantation","https://www.facebook.com/GreenAnchorFarm","Green Anchor Farm","me","2000 US Hwy 1","","","farm","","-67.850248","46.070086","04471"
"Harrison","https://www.facebook.com/HighViewFarmSleighrides/","High View Farm Dairy","me","48 Leander Harmon Rd","dairy products eggs maple-products","","farm","http://www.high-view-farm.com/","-70.654938","44.096314","04040"
"Hope","www.facebook.com/HopeOrchards","Hope Orchards","me","434 Camden Road","canned preserved fresh-fruits fresh-vegetables honey juices ciders maple-products","","farm","www.hopeorchards.com","-69.1567388","44.2636548","4847"
"Limerick","","Libby & Son U-Picks","me","86 Sawyer Mt. Road","baked-goods coffee tea crafts woodworking fresh-fruits honey juices ciders maple-products prepared-foods","","farm","www.libbysonupicks.com","-70.760577","43.722072","4048"
"Springvale","https://www.facebook.com/mcdougalorchards","McDougal Orchards LLC","me","201 Hanson Ridge Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dry beans herbs fresh-fruits fresh-vegetables honey juices ciders maple-products red-meat non-poultry-meat","https://twitter.com/McDougalOrchard","farm","http://www.mcdougalorchards.com","-70.798639","43.447129","04083"
"Casco","https://www.facebook.com/pages/Almost-a-Farmer/511766258923231?ref=bookmarks","Murramarang Farm","me","37 Quaker Ridge Road","eggs","https://www.twitter.com/almostafarmer2","farm","www.almostafarmer.com","-70.529045","43.977657","04015"
"Turner","https://www.facebook.com/NezinscotFarm/","Nezinscot Farm Store","me","284 Turner Center Road","baked-goods canned preserved coffee tea crafts woodworking dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey maple-products prepared-foods red-meat non-poultry-meat soap body-care","https://twitter.com/","farm","www.nezinscotfarm.com","-70.239038","44.267812","04282"
"Unity","https://www.facebook.com/pages/Northern-Solstice-Alpaca-Farm/171755526185731?ref=br_tf","Northern Solstice Alpaca Farm","me","141 Crosby Brook Rd","","","farm","www.northernsolsticealpaca.com","-69.295265","44.593633","4988"
"Kingsbury Plantation","","Perseverance Wild Blueberry Farm","me","Campbell And Prebble Lane","fresh-fruits","","farm","www.perseverancefarm.com","-69.610695","45.115331","4443"
"Whitefield","","Sheepscot General at Uncas Farm","me","98 Townhouse","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products mushrooms nursery-stock nuts poultry fowl prepared-foods red-meat non-poultry-meat soap body-care tofu non-animal protein wild-harvested forest-products wine spirits beer hard-cider","","farm","","-69.6100800","44.2196226","04353"
"Athens","Sites Farm","Sites Farm","me","98 Joaquin rd","fresh-fruits","","farm","","-69.597973","44.920872","04912"
