	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
10	30001	30	1	Beaverhead County, Montana	236115	New single-family housing construction (except for-sale builders)	23	7.2	11.6	468.6
12	30001	30	1	Beaverhead County, Montana	236118	Residential remodelers	23	8.0	10.4	417.0
21	30001	30	1	Beaverhead County, Montana	238210	Electrical contractors and other wiring installation contractors	23	7.0	17.6	769.2
22	30001	30	1	Beaverhead County, Montana	238220	Plumbing, heating, and air-conditioning contractors	23	6.2	12.0	422.2
23	30001	30	1	Beaverhead County, Montana	238310	Drywall and insulation contractors	23	2.25	2.5	43.5
26	30001	30	1	Beaverhead County, Montana	238350	Finish carpentry contractors	23	1.8	2.0	48.0
27	30001	30	1	Beaverhead County, Montana	238910	Site preparation contractors	23	3.0	3.2	204.6
28	30001	30	1	Beaverhead County, Montana	238990	All other specialty trade contractors	23	7.2	8.0	491.6
32	30001	30	1	Beaverhead County, Montana	311612	Meat processed from carcasses	31	2.2	1.0	35.0
44	30001	30	1	Beaverhead County, Montana	423820	Farm and garden machinery and equipment merchant wholesalers	42	3.2	24.0	697.8
51	30001	30	1	Beaverhead County, Montana	424910	Farm supplies merchant wholesalers	42	2.2	0.0	100.6
58	30001	30	1	Beaverhead County, Montana	441310	Automotive parts and accessories stores	44	3.0	16.4	385.4
63	30001	30	1	Beaverhead County, Montana	444220	Nursery, garden center, and farm supply stores	44	2.8	13.0	434.6
64	30001	30	1	Beaverhead County, Montana	445110	Supermarkets and other grocery (except convenience) stores	44	3.4	31.6	550.6
69	30001	30	1	Beaverhead County, Montana	447110	Gasoline stations with convenience stores	44	5.4	62.6	1082.6
76	30001	30	1	Beaverhead County, Montana	451110	Sporting goods stores	45	3.0	5.0	192.8
79	30001	30	1	Beaverhead County, Montana	452990	All other general merchandise stores	45	2.6	21.8	324.6
86	30001	30	1	Beaverhead County, Montana	454310	Fuel dealers	45	2.8	7.4	290.4
88	30001	30	1	Beaverhead County, Montana	484110	General freight trucking, local	48	2.0	1.2	55.6
90	30001	30	1	Beaverhead County, Montana	484220	Specialized freight (except used goods) trucking, local	48	2.0	0.6	32.2
96	30001	30	1	Beaverhead County, Montana	517110	Wired telecommunications carriers	51	3.6	5.6	473.2
98	30001	30	1	Beaverhead County, Montana	522110	Commercial banking	52	3.4	50.0	1997.0
106	30001	30	1	Beaverhead County, Montana	524210	Insurance agencies and brokerages	52	10.4	10.2	1062.2
107	30001	30	1	Beaverhead County, Montana	531110	Lessors of residential buildings and dwellings	53	3.6	2.4	33.4
108	30001	30	1	Beaverhead County, Montana	531120	Lessors of nonresidential buildings (except miniwarehouses)	53	2.6	2.2	8.2
110	30001	30	1	Beaverhead County, Montana	531210	Offices of real estate agents and brokers	53	4.2	5.8	134.6
116	30001	30	1	Beaverhead County, Montana	541110	Offices of lawyers	54	8.4	19.8	650.2
117	30001	30	1	Beaverhead County, Montana	541211	Offices of certified public accountants	54	4.4	8.6	426.2
129	30001	30	1	Beaverhead County, Montana	541940	Veterinary services	54	4.2	23.8	472.2
132	30001	30	1	Beaverhead County, Montana	561720	Janitorial services	56	2.8	0.2	4.2
133	30001	30	1	Beaverhead County, Montana	561730	Landscaping services	56	2.4	0.2	19.2
134	30001	30	1	Beaverhead County, Montana	561990	All other support services	56	3.0	1.2	141.4
141	30001	30	1	Beaverhead County, Montana	621111	Offices of physicians (except mental health specialists)	62	3.2	1.6	25.8
142	30001	30	1	Beaverhead County, Montana	621210	Offices of dentists	62	5.6	22.8	487.4
147	30001	30	1	Beaverhead County, Montana	621399	Offices of all other miscellaneous health practitioners	62	3.2	2.6	53.4
157	30001	30	1	Beaverhead County, Montana	624120	Services for the elderly and persons with disabilities	62	3.2	6.4	53.0
161	30001	30	1	Beaverhead County, Montana	624410	Child day care services	62	5.4	11.4	167.4
169	30001	30	1	Beaverhead County, Montana	713990	All other amusement and recreation industries	71	9.0	8.4	243.4
170	30001	30	1	Beaverhead County, Montana	721110	Hotels (except casino hotels) and motels	72	9.2	97.4	1312.8
172	30001	30	1	Beaverhead County, Montana	721214	Recreational and vacation camps (except campgrounds)	72	3.2	0.6	63.6
175	30001	30	1	Beaverhead County, Montana	722410	Drinking places (alcoholic beverages)	72	7.8	30.4	284.2
176	30001	30	1	Beaverhead County, Montana	722511	Full-service restaurants	72	16.2	185.2	2348.8
177	30001	30	1	Beaverhead County, Montana	722513	Limited-service restaurants	72	7.4	100.4	1385.6
179	30001	30	1	Beaverhead County, Montana	811111	General automotive repair	81	3.0	4.6	110.0
183	30001	30	1	Beaverhead County, Montana	811310	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	3.0	1.8	137.2
190	30001	30	1	Beaverhead County, Montana	813110	Religious organizations	81	6.8	18.4	237.2
192	30001	30	1	Beaverhead County, Montana	813312	Environment, conservation and wildlife organizations	81	2.6	2.2	110.0
194	30001	30	1	Beaverhead County, Montana	813410	Civic and social organizations	81	4.8	15.0	62.2
199	30003	30	3	Big Horn County, Montana	212111	Bituminous coal and lignite surface mining	21	3.0	242.0	20879.8
205	30003	30	3	Big Horn County, Montana	236115	New single-family housing construction (except for-sale builders)	23	2.2	1.4	39.0
206	30003	30	3	Big Horn County, Montana	236118	Residential remodelers	23	1.8	0.0	5.2
211	30003	30	3	Big Horn County, Montana	238220	Plumbing, heating, and air-conditioning contractors	23	5.2	7.0	373.4
229	30003	30	3	Big Horn County, Montana	445110	Supermarkets and other grocery (except convenience) stores	44	4.2	88.8	1960.6
233	30003	30	3	Big Horn County, Montana	447110	Gasoline stations with convenience stores	44	12.4	75.6	1270.2
236	30003	30	3	Big Horn County, Montana	451110	Sporting goods stores	45	3.0	5.8	657.8
238	30003	30	3	Big Horn County, Montana	452990	All other general merchandise stores	45	3.0	4.6	75.2
245	30003	30	3	Big Horn County, Montana	484110	General freight trucking, local	48	2.0	0.0	216.0
248	30003	30	3	Big Horn County, Montana	484220	Specialized freight (except used goods) trucking, local	48	5.0	10.2	330.4
263	30003	30	3	Big Horn County, Montana	524210	Insurance agencies and brokerages	52	5.0	28.8	1060.2
267	30003	30	3	Big Horn County, Montana	531210	Offices of real estate agents and brokers	53	1.4	0.6	22.2
272	30003	30	3	Big Horn County, Montana	541110	Offices of lawyers	54	6.6	5.4	353.0
283	30003	30	3	Big Horn County, Montana	561720	Janitorial services	56	2.4	2.2	44.4
300	30003	30	3	Big Horn County, Montana	624410	Child day care services	62	3.4	8.6	95.8
301	30003	30	3	Big Horn County, Montana	712110	Museums	71	2.2	1.4	30.8
302	30003	30	3	Big Horn County, Montana	713210	Casinos (except casino hotels)	71	1.5	0.0	422.5
303	30003	30	3	Big Horn County, Montana	713290	Other gambling industries	71	4.4	54.2	2038.4
306	30003	30	3	Big Horn County, Montana	713990	All other amusement and recreation industries	71	6.2	8.6	404.8
307	30003	30	3	Big Horn County, Montana	721110	Hotels (except casino hotels) and motels	72	5.4	42.8	545.2
310	30003	30	3	Big Horn County, Montana	721214	Recreational and vacation camps (except campgrounds)	72	4.6	4.8	494.6
315	30003	30	3	Big Horn County, Montana	722410	Drinking places (alcoholic beverages)	72	2.2	8.8	158.2
316	30003	30	3	Big Horn County, Montana	722511	Full-service restaurants	72	5.8	34.0	595.4
317	30003	30	3	Big Horn County, Montana	722513	Limited-service restaurants	72	2.2	17.2	298.0
327	30003	30	3	Big Horn County, Montana	813110	Religious organizations	81	8.6	8.4	188.6
